iter	F1	Logloss
884	0.9333565475	0.2167197016
885	0.9333607422	0.2166420786
886	0.9334115122	0.2165413071
887	0.933309969	0.2164734524
888	0.9334413053	0.2163884999
889	0.9336573355	0.2162797745
890	0.9336996925	0.2162275891
891	0.9337038874	0.216109985
892	0.9337038874	0.2160677645
893	0.9337122772	0.2159803409
894	0.9337927863	0.2158342342
895	0.9337927863	0.2157907478
896	0.9339282073	0.2156852857
897	0.9340170729	0.2155728245
898	0.9340212682	0.2155297113
899	0.9341482488	0.2154506325
900	0.9341695927	0.2153581967
901	0.9341653976	0.2152935338
902	0.9342244951	0.2151741249
903	0.9343049232	0.215058019
904	0.9343514252	0.2149992429
905	0.9346177814	0.2149077996
906	0.9347530125	0.214837088
907	0.9348036773	0.2147216719
908	0.9348162651	0.2146797888
909	0.9348246571	0.2146385097
910	0.9349091938	0.2145485611
911	0.9349091938	0.2145065263
912	0.934917586	0.2144237404
913	0.9349598494	0.2143535399
914	0.9350485623	0.2142786701
915	0.9350105019	0.2142375064
916	0.9351920979	0.2141402327
917	0.9353314078	0.2140488522
918	0.9353484616	0.2139077864
919	0.935386495	0.2138126058
920	0.9353568547	0.2137171863
921	0.9354074778	0.2136274827
922	0.9355341477	0.2135760743
923	0.9354961244	0.2134486355
924	0.9355383444	0.2133943535
925	0.9355131645	0.2133095508
926	0.9354751412	0.2132207476
927	0.9354751412	0.2131794952
928	0.9354835344	0.2131378644
929	0.9355637742	0.2130369856
930	0.9356607873	0.2129829083
931	0.9356481972	0.2128302363
932	0.9356733779	0.2127360317
933	0.9358463812	0.2126428552
934	0.9359349614	0.2125377266
935	0.9359897396	0.2124532283
936	0.9361668475	0.212401366
937	0.9362933473	0.2123173782
938	0.9363313098	0.2122190733
939	0.9364661646	0.2121426505
940	0.9364661646	0.2121011614
941	0.9364324099	0.2120607809
942	0.936386059	0.2119306686
943	0.9365504544	0.2118553026
944	0.9365546521	0.2118142887
945	0.9365883967	0.2117584544
946	0.9365925944	0.2117179279
947	0.9367611206	0.2116242941
948	0.936777912	0.2115463036
949	0.9367399833	0.2114415661
950	0.9368326293	0.2113798882
951	0.9368705513	0.211319786
952	0.937038998	0.2112598949
953	0.9371610998	0.2111795872
954	0.9371778927	0.2110819926
955	0.9372367797	0.2109955129
956	0.9372451768	0.2109241627
957	0.9371651849	0.2108842122
958	0.9371651849	0.2108435236
959	0.9372788699	0.2107473458
960	0.9373208568	0.2106641674
961	0.9373208568	0.2106234768
962	0.9373208568	0.2105827834
963	0.9373208568	0.2105420869
964	0.9372703688	0.2104541349
965	0.9373966298	0.2103348285
966	0.9375312587	0.2102432809
967	0.9374891849	0.2102025629
968	0.9375775281	0.2101526473
969	0.937409134	0.209719019
970	0.9373796448	0.209668406
971	0.9374596167	0.2095840087
972	0.9374638162	0.2095431231
973	0.9375184954	0.2094464669
974	0.9376278454	0.209331069
975	0.9377161837	0.2092783677
976	0.9378171091	0.2091720115
977	0.9379474723	0.2090902402
978	0.937968474	0.2090493833
979	0.9379726744	0.209008526
980	0.9379306233	0.2089676678
981	0.9380315245	0.2088740218
982	0.9379894766	0.2088331587
983	0.9379936772	0.2087931147
984	0.9380020786	0.2087109225
985	0.9380146809	0.2086701054
986	0.9379768304	0.208629465
987	0.9379810313	0.2085891174
988	0.9380651308	0.2085072082
989	0.938145016	0.2084221076
990	0.9382879246	0.2083342378
991	0.9382879246	0.208294308
992	0.9383761789	0.2082366195
993	0.9383803802	0.2081250577
994	0.9383803802	0.2080864537
995	0.9384182005	0.2080110677
996	0.9384602187	0.2079594952
997	0.9384266031	0.207905298
998	0.9385106363	0.2078563788
999	0.9385232406	0.2078172125
